X1,X2,X3,X4,X5,X6,X7,X8,X9,y
M,J2,DKZIE,CODEZ26,SP,CLAP,60,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ26,SP,CLAP,63,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ26,SP,CLAP,68,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ26,SP,CLAP,78,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ26,SP,CLAP,94,XXX,BBB,BBB-AE01;BBB-AE02;BBB-AE04
M,J2,DKZIE,CODEZ26,SP,CLAP,94,XXX,DDDDD,DDDDD-AE01
M,J2,DKZIE,CODEZ26,SP,CLAP,94,XXX,DFDF,DFDF-AE02
M,J2,DKZIE,CODEZ26,SP,CLAP,8.5,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ26,SP,CLAP,111,XXX,BBB,BBB-AE04
M,J2,DKZIE,CODEZ26,SP,CLAP,111,XXX,DFDF,DFDF-AE02
M,J2,DKZIE,CODEZ26,SP,CLAP,120,XXX,DFDF,DFDF-AE01;DFDF-AE02
M,J2,DKZIE,CODEZ27,SP,CLAF,11,XXX,BBB,BBB-AE01
M,J2,DKZIE,CODEZ27,SP,CLAF,20,XXX,BBB,BBB-AE01
M,J2,DKZIE,CODEZ27,SP,CLAF,26,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ27,SP,CLAF,28,XXX,BBB,BBB-AE01
M,J2,DKZIE,CODEZ27,SP,CLAF,34,XXX,BBB,BBB-AE04
M,J2,DKZIE,CODEZ27,SP,CLAF,37,XXX,BBB,BBB-AE04
M,J2,DKZIE,CODEZ27,SP,CLAF,37,XXX,DDDDD,DDDDD-AE01
M,J2,DKZIE,CODEZ27,SP,CLAF,37,XXX,DFDF,DFDF-AE01;DFDF-AE02
M,J2,DKZIE,CODEZ27,SP,CLAF,60,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ27,SP,CLAF,63,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ27,SP,CLAF,68,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ27,SP,CLAF,78,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ27,SP,CLAF,94,XXX,BBB,BBB-AE01;BBB-AE02;BBB-AE04
M,J2,DKZIE,CODEZ27,SP,CLAF,94,XXX,DDDDD,DDDDD-AE01
M,J2,DKZIE,CODEZ27,SP,CLAF,94,XXX,DFDF,DFDF-AE02
M,J2,DKZIE,CODEZ27,SP,CLAF,8.5,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ27,SP,CLAF,111,XXX,BBB,BBB-AE04
M,J2,DKZIE,CODEZ27,SP,CLAF,111,XXX,DFDF,DFDF-AE02
M,J2,DKZIE,CODEZ27,SP,CLAF,120,XXX,DFDF,DFDF-AE01;DFDF-AE02
M,J2,DKZIE,CODEZ28,SP,CLAC,11,XXX,BBB,BBB-AE01
M,J2,DKZIE,CODEZ28,SP,CLAC,20,XXX,BBB,BBB-AE01
M,J2,DKZIE,CODEZ28,SP,CLAC,26,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ28,SP,CLAC,28,XXX,BBB,BBB-AE01
M,J2,DKZIE,CODEZ28,SP,CLAC,34,XXX,BBB,BBB-AE04
M,J2,DKZIE,CODEZ28,SP,CLAC,37,XXX,BBB,BBB-AE04
M,J2,DKZIE,CODEZ28,SP,CLAC,37,XXX,DDDDD,DDDDD-AE01
M,J2,DKZIE,CODEZ28,SP,CLAC,37,XXX,DFDF,DFDF-AE01;DFDF-AE02
M,J2,DKZIE,CODEZ28,SP,CLAC,60,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ28,SP,CLAC,63,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ28,SP,CLAC,68,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ28,SP,CLAC,78,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ28,SP,CLAC,94,XXX,BBB,BBB-AE01;BBB-AE02;BBB-AE04
M,J2,DKZIE,CODEZ28,SP,CLAC,94,XXX,DDDDD,DDDDD-AE01
M,J2,DKZIE,CODEZ28,SP,CLAC,94,XXX,DFDF,DFDF-AE02
M,J2,DKZIE,CODEZ28,SP,CLAC,8.5,XXX,BBB,BBB-AE01;BBB-AE02
M,J2,DKZIE,CODEZ28,SP,CLAC,111,XXX,BBB,BBB-AE01;BBB-AE02;BBB-AE04
M,J2,DKZIE,CODEZ28,SP,CLAC,111,XXX,DFDF,DFDF-AE02
M,J2,DKZIE,CODEZ28,SP,CLAC,120,XXX,DFDF,DFDF-AE01;DFDF-AE02
M,J2,DKZIE,CODEZ31,SP,CLCM,0,XXX,BBB,BBB-CM01
M,J2,DKZIE,CODEZ31,SP,CLCM,0,XXX,DDDDD,DDDDD-CM01
M,J2,DKZIE,CODEZ31,SP,CLCM,0,XXX,DFDF,DFDF-CM01
M,J2,DKZIE,CODEZ32,SP,CLAM,0,XXX,BBB,BBB-AM01;BBB-AM04
M,J2,DKZIE,CODEZ32,SP,CLAM,0,XXX,DDDDD,DDDDD-AM01
M,J2,DKZIE,CODEZ32,SP,CLAM,0,XXX,DFDF,DFDF-AM01
M,J2,DKZIE,CODEZ33,SP,CLAS,0,XXX,BBB,BBB-AE01;BBB-AE02;BBB-AE04
M,J2,DKZIE,CODEZ33,SP,CLAS,0,XXX,DDDDD,DDDDD-AE01
M,J2,DKZIE,CODEZ33,SP,CLAS,0,XXX,DFDF,DFDF-AE01;DFDF-AE02
M,J2,KA0003,J2MMMC12,SP,MOMA,0.81,XXX,BBB,BBB-MD03
M,J2,KA0003,J2MMMC12,SP,MOMA,0.81,XXX,DDDDD,DDDDD-MD01
M,J2,KA0003,J2MMMC12,SP,MOMA,0.81,XXX,DFDF,DFDF-MD01
M,J2,KA0003,J2MMMC12,SP,MOMA,1.23,XXX,BBB,BBB-MD03
M,J2,KA0003,J2MMMC12,SP,MOMA,1.62,XXX,BBB,BBB-MD03
M,J2,KA0003,J2MMMC12,SP,MOMA,1.62,XXX,DDDDD,DDDDD-MD01
M,J2,KA0003,J2MMMC12,SP,MOMA,1.62,XXX,DFDF,DFDF-MD01
M,J2,KA0003,J2MMMC12,SP,MOMA,1.63,XXX,DFDF,DFDF-MD01
M,J2,KA0003,J2MMMC12,SP,MOMA,1.65,XXX,BBB,BBB-MD03
M,J2,KA0003,J2MMMC12,SP,MOMA,1.76,XXX,BBB,BBB-MD03
M,J2,KA0003,J2MMMC12,SP,MOMA,1.76,XXX,DDDDD,DDDDD-MD01
M,J2,KA0003,J2MMMC12,SP,MOMA,3.46,XXX,DFDF,DFDF-MD01
M,J2,KA0004,J2MAMD11,SP,PKSY,28,XXX,BBB,BBB-PA02
M,J2,KA0004,J2MAMD11,SP,PKSY,37,XXX,BBB,BBB-PA04;BBB-PA05
S,J1,JA0001,J1SCCA12,SP,CLMA,1100,XXX,XDE,XDE-LR08
S,J1,JA0001,J1SCCA12,SP,CLMA,1300,XXX,XDE,XDE-LR05
S,J1,JA0001,J1SCCA12,SP,CLMA,1300,XXX,TTT,TTT-LR01;TTT-LR02;TTT-LR04
S,J1,JA0001,J1SCCA12,SP,CLMA,1500,XXX,XDE,XDE-LR05;XDE-LR08;XDE-LR13
S,J1,JA0001,J1SCCA12,SP,CLMA,1500,XXX,TTT,TTT-LR01;TTT-LR02;TTT-LR04;TTT-LR06
S,J1,JA0001,J1SCCA12,SP,CLMA,1800,XXX,TTT,TTT-LR02
S,J1,JA0001,J1SCCA12,SP,CLMA,1800,XXX,SSSS,SSSS-LR14
S,J1,JA0001,J1SCCA12,SP,CLMA,2000,XXX,XDE,XDE-LR07;XDE-LR08;XDE-LR13
S,J1,JA0001,J1SCCA12,SP,CLMA,2000,XXX,TTT,TTT-LR03
S,J1,JA0001,J1SCCA12,SP,CLMA,2000,XXX,SSSS,SSSS-LR14;SSSS-LR16
S,J1,JA0001,J1SCCA12,SP,CLMA,2200,XXX,XDE,XDE-LR05;XDE-LR06;XDE-LR08
S,J1,JA0001,J1SCCA12,SP,CLMA,2200,XXX,TTT,TTT-LR02;TTT-LR06
S,J1,JA0001,J1SCCA12,SP,CLMA,2200,XXX,SSSS,SSSS-LR14
S,J1,JA0001,J1SCCA12,SP,CLMA,2400,XXX,XDE,XDE-LR13
S,J1,JA0001,J1SCCA12,SP,CLMA,2500,XXX,XDE,XDE-LR08;XDE-LR13
S,J1,JA0001,J1SCCA12,SP,CLMA,2500,XXX,TTT,TTT-LR03;TTT-LR07
S,J1,JA0001,J1SCCA12,SP,CLMA,2500,XXX,SSSS,SSSS-LR14;SSSS-LR16
S,J1,JA0001,J1SCCA12,SP,CLMA,2600,XXX,XDE,XDE-LR05;XDE-LR06;XDE-LR07;XDE-LR08
S,J1,JA0001,J1SCCA12,SP,CLMA,2600,XXX,TTT,TTT-LR02;TTT-LR04;TTT-LR05;TTT-LR06
S,J1,JA0001,J1SCCA12,SP,CLMA,2600,XXX,SSSS,SSSS-LR14
S,J1,JA0001,J1SCCA12,SP,CLMA,2700,XXX,SSSS,SSSS-LR14
S,J1,JA0001,J1SCCA12,SP,CLMA,2800,XXX,XDE,XDE-LR05;XDE-LR06
S,J1,JA0001,J1SCCA12,SP,CLMA,2900,XXX,XDE,XDE-LR05
S,J1,JA0001,J1SCCA12,SP,CLMA,2900,XXX,SSSS,SSSS-LR14
S,J1,JA0001,J1SCCA12,SP,CLMA,3000,XXX,XDE,XDE-LR05;XDE-LR07;XDE-LR08;XDE-LR13;XDE-LR15
S,J1,JA0001,J1SCCA12,SP,CLMA,3000,XXX,TTT,TTT-LR07
S,J1,JA0001,J1SCCA12,SP,CLMA,3200,XXX,XDE,XDE-LR05
S,J1,JA0001,J1SCCA12,SP,CLMA,3300,XXX,XDE,XDE-LR13;XDE-LR15
S,J1,JA0001,J1SCCA12,SP,CLMA,3500,XXX,XDE,XDE-LR08;XDE-LR13;XDE-LR15
S,J1,JA0001,J1SCCA12,SP,CLMA,3500,XXX,SSSS,SSSS-LR14;SSSS-LR16
S,J1,JA0001,J1SCCA12,SP,CLMA,4000,XXX,XDE,XDE-LR13;XDE-LR15
S,J1,JA0001,J1SCCA12,SP,CLMA,4800,XXX,XDE,XDE-LR15;XDE-LR18
S,J1,JA0001,J1SCCA12,SP,CLMA,5000,XXX,XDE,XDE-LR15
S,J1,JA0001,J1SCCA12,SP,CLMA,2850,XXX,XDE,XDE-LR05;XDE-LR08
S,J1,JA0001,J1SCCA12,SP,CLMA,2850,XXX,SSSS,SSSS-LR14
S,J1,JA0001,J1SCCA12,SP,CLMA,3350,XXX,XDE,XDE-LR15
S,J1,JA0001,J1SCCA13,SP,CLEV,1100,XXX,XDE,XDE-LR08
S,J1,JA0001,J1SCCA13,SP,CLEV,1300,XXX,XDE,XDE-LR05;XDE-LR08
S,J1,JA0001,J1SCCA13,SP,CLEV,1300,XXX,TTT,TTT-LR01;TTT-LR02;TTT-LR04;TTT-LR05;TTT-LR06;TTT-LR07;TTT-LR08
S,J1,JA0001,J1SCCA13,SP,CLEV,1500,XXX,XDE,XDE-LR05;XDE-LR06;XDE-LR07;XDE-LR08;XDE-LR13
S,J1,JA0001,J1SCCA13,SP,CLEV,1500,XXX,TTT,TTT-LR01;TTT-LR02;TTT-LR03;TTT-LR04;TTT-LR05;TTT-LR06;TTT-LR07
S,J1,JA0001,J1SCCA13,SP,CLEV,1800,XXX,TTT,TTT-LR02;TTT-LR04;TTT-LR05;TTT-LR06;TTT-LR07
S,J1,JA0001,J1SCCA13,SP,CLEV,1800,XXX,SSSS,SSSS-LR14;SSSS-LR16
S,J1,JA0001,J1SCCA13,SP,CLEV,2000,XXX,XDE,XDE-LR08;XDE-LR13;XDE-LR15
S,J1,JA0001,J1SCCA13,SP,CLEV,2000,XXX,TTT,TTT-LR03;TTT-LR04;TTT-LR05;TTT-LR07;TTT-LR08
S,J1,JA0001,J1SCCA13,SP,CLEV,2000,XXX,SSSS,SSSS-LR14;SSSS-LR16
S,J1,JA0001,J1SCCA13,SP,CLEV,2200,XXX,XDE,XDE-LR05;XDE-LR06;XDE-LR07;XDE-LR08
S,J1,JA0001,J1SCCA13,SP,CLEV,2200,XXX,TTT,TTT-LR02;TTT-LR04;TTT-LR05;TTT-LR06;TTT-LR07
S,J1,JA0001,J1SCCA13,SP,CLEV,2200,XXX,SSSS,SSSS-LR14;SSSS-LR16
S,J1,JA0001,J1SCCA13,SP,CLEV,2400,XXX,XDE,XDE-LR13
S,J1,JA0001,J1SCCA13,SP,CLEV,2500,XXX,XDE,XDE-LR08;XDE-LR13;XDE-LR15
S,J1,JA0001,J1SCCA13,SP,CLEV,2500,XXX,TTT,TTT-LR03;TTT-LR04;TTT-LR05;TTT-LR07;TTT-LR08
S,J1,JA0001,J1SCCA13,SP,CLEV,2500,XXX,SSSS,SSSS-LR14;SSSS-LR16
S,J1,JA0001,J1SCCA13,SP,CLEV,2600,XXX,XDE,XDE-LR06;XDE-LR07;XDE-LR08
S,J1,JA0001,J1SCCA13,SP,CLEV,2600,XXX,TTT,TTT-LR04;TTT-LR05;TTT-LR06;TTT-LR07
S,J1,JA0001,J1SCCA13,SP,CLEV,2600,XXX,SSSS,SSSS-LR14
S,J1,JA0001,J1SCCA13,SP,CLEV,2700,XXX,SSSS,SSSS-LR14;SSSS-LR16
S,J1,JA0001,J1SCCA13,SP,CLEV,2800,XXX,XDE,XDE-LR05;XDE-LR07;XDE-LR08
S,J1,JA0001,J1SCCA13,SP,CLEV,2900,XXX,XDE,XDE-LR05;XDE-LR06;XDE-LR08
S,J1,JA0001,J1SCCA13,SP,CLEV,2900,XXX,TTT,TTT-LR06
S,J1,JA0001,J1SCCA13,SP,CLEV,2900,XXX,SSSS,SSSS-LR14
S,J1,JA0001,J1SCCA13,SP,CLEV,3000,XXX,XDE,XDE-LR05;XDE-LR07;XDE-LR08;XDE-LR13;XDE-LR15;XDE-LR18
S,J1,JA0001,J1SCCA13,SP,CLEV,3000,XXX,TTT,TTT-LR07
S,J1,JA0001,J1SCCA13,SP,CLEV,3200,XXX,XDE,XDE-LR05;XDE-LR08
S,J1,JA0001,J1SCCA13,SP,CLEV,3300,XXX,XDE,XDE-LR13;XDE-LR15;XDE-LR18
S,J1,JA0001,J1SCCA13,SP,CLEV,3500,XXX,XDE,XDE-LR08;XDE-LR13;XDE-LR15
S,J1,JA0001,J1SCCA13,SP,CLEV,3500,XXX,SSSS,SSSS-LR14;SSSS-LR16
S,J1,JA0001,J1SCCA13,SP,CLEV,4000,XXX,XDE,XDE-LR13;XDE-LR15;XDE-LR18
S,J1,JA0001,J1SCCA13,SP,CLEV,4800,XXX,XDE,XDE-LR15;XDE-LR18
S,J1,JA0001,J1SCCA13,SP,CLEV,5000,XXX,XDE,XDE-LR15;XDE-LR18
S,J1,JA0001,J1SCCA13,SP,CLEV,2850,XXX,XDE,XDE-LR05;XDE-LR08
S,J1,JA0001,J1SCCA13,SP,CLEV,2850,XXX,SSSS,SSSS-LR14;SSSS-LR16
S,J1,JA0001,J1SCCA13,SP,CLEV,3350,XXX,XDE,XDE-LR15;XDE-LR18
S,J1,JA0001,J1SCCB12,SP,CLMA,800,XXX,TTT,TTT-LP03
S,J1,JA0001,J1SCCB12,SP,CLMA,1000,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB12,SP,CLMA,1200,XXX,TTT,TTT-LP02;TTT-LP04
S,J1,JA0001,J1SCCB12,SP,CLMA,1300,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB12,SP,CLMA,1500,XXX,TTT,TTT-LP02;TTT-LP03;TTT-LP04
S,J1,JA0001,J1SCCB12,SP,CLMA,1800,XXX,XDE,XDE-LP16
S,J1,JA0001,J1SCCB12,SP,CLMA,1900,XXX,TTT,TTT-LP02
S,J1,JA0001,J1SCCB12,SP,CLMA,2000,XXX,XDE,XDE-LP15;XDE-LP16
S,J1,JA0001,J1SCCB12,SP,CLMA,2000,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB12,SP,CLMA,2100,XXX,XDE,XDE-LP16
S,J1,JA0001,J1SCCB12,SP,CLMA,2200,XXX,XDE,XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB12,SP,CLMA,2300,XXX,XDE,XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB12,SP,CLMA,2300,XXX,TTT,TTT-LP02
S,J1,JA0001,J1SCCB12,SP,CLMA,2500,XXX,XDE,XDE-LP15;XDE-LP99
S,J1,JA0001,J1SCCB12,SP,CLMA,2600,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB12,SP,CLMA,2600,XXX,TTT,TTT-LP02
S,J1,JA0001,J1SCCB12,SP,CLMA,2700,XXX,XDE,XDE-LP99
S,J1,JA0001,J1SCCB12,SP,CLMA,2800,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB12,SP,CLMA,2900,XXX,XDE,XDE-LP15;XDE-LP16
S,J1,JA0001,J1SCCB12,SP,CLMA,3000,XXX,XDE,XDE-LP15;XDE-LP16
S,J1,JA0001,J1SCCB12,SP,CLMA,3100,XXX,XDE,XDE-LP15;XDE-LP16
S,J1,JA0001,J1SCCB12,SP,CLMA,3200,XXX,XDE,XDE-LP15;XDE-LP99
S,J1,JA0001,J1SCCB12,SP,CLMA,3300,XXX,XDE,XDE-LP15;XDE-LP16
S,J1,JA0001,J1SCCB12,SP,CLMA,3300,XXX,TTT,TTT-LP02
S,J1,JA0001,J1SCCB12,SP,CLMA,3800,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB12,SP,CLMA,3900,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB12,SP,CLMA,4000,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB12,SP,CLMA,960,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB12,SP,CLMA,1030,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB12,SP,CLMA,1050,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB12,SP,CLMA,1130,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB12,SP,CLMA,1220,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB12,SP,CLMA,1270,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB12,SP,CLMA,1650,XXX,XDE,XDE-LP99
S,J1,JA0001,J1SCCB12,SP,CLMA,1860,XXX,XDE,XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB12,SP,CLMA,1950,XXX,XDE,XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB12,SP,CLMA,2050,XXX,XDE,XDE-LP15;XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB12,SP,CLMA,2050,XXX,TTT,TTT-LP02
S,J1,JA0001,J1SCCB12,SP,CLMA,2250,XXX,XDE,XDE-LP99
S,J1,JA0001,J1SCCB12,SP,CLMA,3220,XXX,XDE,XDE-LP15;XDE-LP16
S,J1,JA0001,J1SCCB12,SP,CLMA,3225,XXX,XDE,XDE-LP99
S,J1,JA0001,J1SCCB12,SP,CLMA,3546,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB12,SP,CLMA,3570,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB12,SP,CLMA,4050,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB12,SP,CLMA,4350,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB12,SP,CLMA,4450,XXX,XDE,XDE-LP15;XDE-LP99
S,J1,JA0001,J1SCCB12,SP,CLMA,4450,XXX,TTT,TTT-LP02
S,J1,JA0001,J1SCCB12,SP,CLMA,4452,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB12,SP,CLMA,4712,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB12,SP,CLMA,5170,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB13,SP,CLEV,700,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB13,SP,CLEV,800,XXX,TTT,TTT-LP02;TTT-LP03
S,J1,JA0001,J1SCCB13,SP,CLEV,1000,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB13,SP,CLEV,1200,XXX,TTT,TTT-LP02;TTT-LP04
S,J1,JA0001,J1SCCB13,SP,CLEV,1300,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB13,SP,CLEV,1500,XXX,TTT,TTT-LP02;TTT-LP04
S,J1,JA0001,J1SCCB13,SP,CLEV,1800,XXX,XDE,XDE-LP16
S,J1,JA0001,J1SCCB13,SP,CLEV,1900,XXX,TTT,TTT-LP02;TTT-LP03
S,J1,JA0001,J1SCCB13,SP,CLEV,2000,XXX,XDE,XDE-LP15;XDE-LP16
S,J1,JA0001,J1SCCB13,SP,CLEV,2000,XXX,TTT,TTT-LP02;TTT-LP04
S,J1,JA0001,J1SCCB13,SP,CLEV,2100,XXX,XDE,XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,2200,XXX,XDE,XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,2300,XXX,XDE,XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,2300,XXX,TTT,TTT-LP02
S,J1,JA0001,J1SCCB13,SP,CLEV,2500,XXX,XDE,XDE-LP15;XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,2600,XXX,XDE,XDE-LP15;XDE-LP16
S,J1,JA0001,J1SCCB13,SP,CLEV,2600,XXX,TTT,TTT-LP02
S,J1,JA0001,J1SCCB13,SP,CLEV,2700,XXX,XDE,XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,2800,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB13,SP,CLEV,2900,XXX,XDE,XDE-LP15;XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,2900,XXX,TTT,TTT-LP02
S,J1,JA0001,J1SCCB13,SP,CLEV,3000,XXX,XDE,XDE-LP15;XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,3100,XXX,XDE,XDE-LP15;XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,3200,XXX,XDE,XDE-LP15;XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,3300,XXX,XDE,XDE-LP15;XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,3300,XXX,TTT,TTT-LP02
S,J1,JA0001,J1SCCB13,SP,CLEV,3800,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB13,SP,CLEV,3900,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB13,SP,CLEV,4000,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB13,SP,CLEV,960,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB13,SP,CLEV,1030,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB13,SP,CLEV,1050,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB13,SP,CLEV,1130,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB13,SP,CLEV,1220,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB13,SP,CLEV,1270,XXX,TTT,TTT-LP04
S,J1,JA0001,J1SCCB13,SP,CLEV,1650,XXX,XDE,XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,1860,XXX,XDE,XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,1950,XXX,XDE,XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,2050,XXX,XDE,XDE-LP15;XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,2050,XXX,TTT,TTT-LP02
S,J1,JA0001,J1SCCB13,SP,CLEV,2250,XXX,XDE,XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,3220,XXX,XDE,XDE-LP15;XDE-LP16;XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,3225,XXX,XDE,XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,3546,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB13,SP,CLEV,3570,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB13,SP,CLEV,4050,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB13,SP,CLEV,4350,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB13,SP,CLEV,4450,XXX,XDE,XDE-LP15;XDE-LP99
S,J1,JA0001,J1SCCB13,SP,CLEV,4450,XXX,TTT,TTT-LP02
S,J1,JA0001,J1SCCB13,SP,CLEV,4452,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB13,SP,CLEV,4712,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCB13,SP,CLEV,5170,XXX,XDE,XDE-LP15
S,J1,JA0001,J1SCCC12,SP,CLMA,0,XXX,HHHH,HHHH-LS11
S,J1,JA0001,J1SCCC12,SP,CLMA,200,XXX,XDE,XDE-LS05
S,J1,JA0001,J1SCCC12,SP,CLMA,300,XXX,XDE,XDE-LS05
S,J1,JA0001,J1SCCC12,SP,CLMA,300,XXX,HHHH,HHHH-LS01;HHHH-LS03
S,J1,JA0001,J1SCCC12,SP,CLMA,500,XXX,HHHH,HHHH-LS03
S,J1,JA0001,J1SCCC12,SP,CLMA,1900,XXX,TTT,TTT-LS01;TTT-LS03;TTT-LS04
S,J1,JA0001,J1SCCC12,SP,CLMA,2200,XXX,HHHH,HHHH-LS06
S,J1,JA0001,J1SCCC12,SP,CLMA,2300,XXX,XDE,XDE-LS07
S,J1,JA0001,J1SCCC12,SP,CLMA,2300,XXX,TTT,TTT-LS04;TTT-LS05
